HBA;HBD;HBA:HBD;T(K);Tc(K);Pc(bar);?;Density (kg/m3);LSSVR;ARD%;AARD%
Choline chloride;Phenol;"1;4";303.20;658.52;50.117;0.4959;1086.0;1084.76773;0.11;
Choline chloride;Phenol;"1;4";308.20;658.52;50.117;0.4959;1081.9;1081.443533;0.04;
Choline chloride;Phenol;"1;4";313.20;658.52;50.117;0.4959;1079.5;1078.974931;0.05;
Choline chloride;Phenol;"1;4";318.20;658.52;50.117;0.4959;1076.3;1077.443388;0.11;
Choline chloride;Phenol;"1;5";293.20;660.49;51.686;0.4848;1089.8;1090.913261;0.10;
Choline chloride;Phenol;"1;5";298.20;660.49;51.686;0.4848;1087.0;1086.229602;0.07;
Choline chloride;Phenol;"1;5";303.20;660.49;51.686;0.4848;1083.8;1082.0855;0.16;
Choline chloride;Phenol;"1;5";308.20;660.49;51.686;0.4848;1080.3;1078.639694;0.15;
Choline chloride;Phenol;"1;5";313.20;660.49;51.686;0.4848;1076.1;1076.029149;0.01;
Choline chloride;Phenol;"1;5";318.20;660.49;51.686;0.4848;1073.6;1074.357781;0.07;
Choline chloride;Phenol;"1;6";293.20;661.93;52.851;0.4770;1088.5;1089.884643;0.13;
Choline chloride;Phenol;"1;6";298.20;661.93;52.851;0.4770;1085.2;1085.268467;0.01;
Choline chloride;Phenol;"1;6";303.20;661.93;52.851;0.4770;1081.8;1081.183611;0.06;
Choline chloride;Phenol;"1;6";308.20;661.93;52.851;0.4770;1078.2;1077.788414;0.04;
Choline chloride;Phenol;"1;6";313.20;661.93;52.851;0.4770;1074.5;1075.223229;0.07;
Choline chloride;Phenol;"1;6";318.20;661.93;52.851;0.4770;1071.7;1073.599197;0.18;
Choline chloride;p-Toluenesulfonic acid;"1;1";303.15;801.64;30.416;1.2518;1207.4;1273.612047;5.48;
Choline chloride;Tartaric acid;"1;1";296.15;782.84;30.449;1.2866;1260.0;1276.138004;1.28;
Choline chloride;Tartaric acid;"2;1";303.15;726.83;29.269;1.1114;1273.5;1269.757808;0.29;
Choline chloride;Triethylene glycol;"1;2";303.15;702.43;27.308;0.9908;1125.4;1123.0406;0.21;
Choline chloride;Triethylene glycol;"1;2";313.15;702.43;27.308;0.9908;1118.9;1117.995189;0.08;
Choline chloride;Triethylene glycol;"1;2";323.15;702.43;27.308;0.9908;1112.5;1112.111122;0.03;
Choline chloride;Triethylene glycol;"1;2";333.15;702.43;27.308;0.9908;1106.2;1106.329416;0.01;
Choline chloride;Triethylene glycol;"1;2";343.15;702.43;27.308;0.9908;1099.8;1102.070141;0.21;
Choline chloride;Triethylene glycol;"1;2";353.15;702.43;27.308;0.9908;1093.5;1100.715843;0.66;
Choline chloride;Triethylene glycol;"1;4";303.15;718.89;27.411;1.0368;1120.2;1130.262793;0.90;
Choline chloride;Urea;"1;2";303.15;644.44;49.536;0.6509;1187.9;1193.997926;0.51;
Choline chloride;Urea;"1;2";298.15;644.44;49.536;0.6509;1197.9;1196.049482;0.15;
Choline chloride;Urea;"1;2";303.15;644.44;49.536;0.6509;1195.2;1193.997926;0.10;
Choline chloride;Urea;"1;2";308.15;644.44;49.536;0.6509;1192.6;1191.765138;0.07;
Choline chloride;Urea;"1;2";313.15;644.44;49.536;0.6509;1190.0;1189.413678;0.05;
Choline chloride;Urea;"1;2";318.15;644.44;49.536;0.6509;1187.4;1186.973688;0.04;
Choline chloride;Urea;"1;2";323.15;644.44;49.536;0.6509;1184.8;1184.442141;0.03;
Choline chloride;Urea;"1;2";328.15;644.44;49.536;0.6509;1182.2;1181.788074;0.03;
Choline chloride;Urea;"1;2";333.15;644.44;49.536;0.6509;1179.6;1178.963004;0.05;
Choline chloride;Urea;"1;2";338.15;644.44;49.536;0.6509;1177.0;1175.914857;0.09;
Choline chloride;Urea;"1;2";343.15;644.44;49.536;0.6509;1174.4;1172.603087;0.15;
Choline chloride;Urea;"1;2";348.15;644.44;49.536;0.6509;1171.8;1169.012436;0.24;
Choline chloride;Urea;"1;2";353.15;644.44;49.536;0.6509;1169.2;1165.163033;0.35;
Choline chloride;Urea;"1;2";293.15;644.44;49.536;0.6509;1200.1;1197.831321;0.19;
Choline chloride;Urea;"1;2";303.15;644.44;49.536;0.6509;1194.5;1193.997926;0.04;
Choline chloride;Urea;"1;2";313.15;644.44;49.536;0.6509;1188.7;1189.413678;0.06;
Choline chloride;Urea;"1;2";323.15;644.44;49.536;0.6509;1183.1;1184.442141;0.11;
Choline chloride;Urea;"1;2";333.15;644.44;49.536;0.6509;1177.3;1178.963004;0.14;
Choline chloride;Urea;"1;2";343.15;644.44;49.536;0.6509;1170.8;1172.603087;0.15;
Choline chloride;Urea;"1;2";353.15;644.44;49.536;0.6509;1163.5;1165.163033;0.14;
Choline chloride;Urea;"1;2";363.15;644.44;49.536;0.6509;1155.4;1156.967466;0.14;
Choline chloride;Xylitol;"1;1";303.15;777.37;24.760;1.5011;1244.5;1243.858449;0.05;
Citric acid;D-Glucose;"1;1";296.15;1042.51;26.873;1.9140;1450.0;1446.315269;0.25;
D-Glucose;Tartaric acid;"1;1";296.15;987.25;27.998;1.9696;1450.0;1446.315268;0.25;
Diethylamine hydrochloride;Guaiacol;"1;3";293.15;680.55;43.476;0.4659;1095.4;1095.551955;0.01;
Diethylamine hydrochloride;Guaiacol;"1;3";303.15;680.55;43.476;0.4659;1093.1;1089.941025;0.29;
Diethylamine hydrochloride;Guaiacol;"1;3";313.15;680.55;43.476;0.4659;1083.7;1085.757965;0.19;
Diethylamine hydrochloride;Guaiacol;"1;3";323.15;680.55;43.476;0.4659;1075.8;1084.013321;0.76;
Diethylamine hydrochloride;Guaiacol;"1;4";293.15;689.18;44.564;0.4706;1102.4;1099.417367;0.27;
Diethylamine hydrochloride;Guaiacol;"1;4";303.15;689.18;44.564;0.4706;1098.3;1089.834498;0.77;
Diethylamine hydrochloride;Guaiacol;"1;4";313.15;689.18;44.564;0.4706;1089.8;1082.276441;0.69;
Diethylamine hydrochloride;Guaiacol;"1;4";323.15;689.18;44.564;0.4706;1084.1;1078.606365;0.51;
Diethylamine hydrochloride;Guaiacol;"1;5";293.15;694.99;45.308;0.4737;1106.1;1114.949524;0.80;
Diethylamine hydrochloride;Guaiacol;"1;5";303.15;694.99;45.308;0.4737;1103.5;1104.915906;0.13;
Diethylamine hydrochloride;Guaiacol;"1;5";313.15;694.99;45.308;0.4737;1093.7;1096.304294;0.24;
Diethylamine hydrochloride;Guaiacol;"1;5";323.15;694.99;45.308;0.4737;1083.5;1091.238686;0.71;
L-proline;Lactic acid;"1;1";293.15;721.95;48.538;0.8243;1265.1;1259.814612;0.42;
L-proline;Lactic acid;"1;1";298.15;721.95;48.538;0.8243;1262.6;1259.143128;0.27;
L-proline;Lactic acid;"1;1";303.15;721.95;48.538;0.8243;1258.1;1257.531995;0.05;
L-proline;Lactic acid;"1;1";308.15;721.95;48.538;0.8243;1254.6;1255.147096;0.04;
L-proline;Lactic acid;"1;1";313.15;721.95;48.538;0.8243;1251.1;1252.160046;0.08;
L-proline;Lactic acid;"1;1";318.15;721.95;48.538;0.8243;1247.6;1248.730089;0.09;
L-proline;Lactic acid;"1;1";323.15;721.95;48.538;0.8243;1244.0;1244.98958;0.08;
L-proline;Lactic acid;"1;1";328.15;721.95;48.538;0.8243;1240.5;1241.034893;0.04;
L-proline;Lactic acid;"1;1";333.15;721.95;48.538;0.8243;1237.0;1236.923688;0.01;
L-proline;Lactic acid;"1;1";338.15;721.95;48.538;0.8243;1233.6;1232.678418;0.07;
L-proline;Lactic acid;"1;1";343.15;721.95;48.538;0.8243;1230.1;1228.29503;0.15;
L-proline;Levulinic acid;"1;2";293.15;745.61;42.880;0.7044;1201.0;1199.983975;0.08;
L-proline;Levulinic acid;"1;2";298.15;745.61;42.880;0.7044;1197.3;1197.14035;0.01;
L-proline;Levulinic acid;"1;2";303.15;745.61;42.880;0.7044;1193.5;1193.683539;0.02;
L-proline;Levulinic acid;"1;2";308.15;745.61;42.880;0.7044;1189.8;1189.819557;0.00;
L-proline;Levulinic acid;"1;2";313.15;745.61;42.880;0.7044;1186.0;1185.770614;0.02;
L-proline;Levulinic acid;"1;2";318.15;745.61;42.880;0.7044;1182.4;1181.754474;0.05;
L-proline;Levulinic acid;"1;2";323.15;745.61;42.880;0.7044;1178.7;1177.964653;0.06;
L-proline;Levulinic acid;"1;2";328.15;745.61;42.880;0.7044;1175.0;1174.553911;0.04;
L-proline;Levulinic acid;"1;2";333.15;745.61;42.880;0.7044;1171.3;1171.623014;0.03;
L-proline;Levulinic acid;"1;2";338.15;745.61;42.880;0.7044;1167.7;1169.216032;0.13;
L-proline;Levulinic acid;"1;2";343.15;745.61;42.880;0.7044;1164.0;1167.32244;0.29;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";298.15;708.03;37.459;0.9031;1250.1;1244.340082;0.46;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";303.15;708.03;37.459;0.9031;1242.4;1243.698379;0.10;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";308.15;708.03;37.459;0.9031;1243.2;1242.086105;0.09;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";313.15;708.03;37.459;0.9031;1239.8;1239.643769;0.01;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";318.15;708.03;37.459;0.9031;1236.3;1236.540808;0.02;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";323.15;708.03;37.459;0.9031;1232.4;1232.960484;0.05;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";328.15;708.03;37.459;0.9031;1229.3;1229.084337;0.02;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";333.15;708.03;37.459;0.9031;1226.0;1225.077868;0.08;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";338.15;708.03;37.459;0.9031;1222.3;1221.078971;0.10;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";343.15;708.03;37.459;0.9031;1218.8;1217.190211;0.13;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";348.15;708.03;37.459;0.9031;1215.3;1213.475562;0.15;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";353.15;708.03;37.459;0.9031;1211.9;1209.961599;0.16;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";358.15;708.03;37.459;0.9031;1208.3;1206.642603;0.14;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";363.15;708.03;37.459;0.9031;1204.5;1203.4886;0.08;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;3";368.15;708.03;37.459;0.9031;1201.3;1200.455048;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";298.15;684.73;39.865;0.9210;1232.6;1231.729327;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";308.15;684.73;39.865;0.9210;1225.6;1226.465768;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";318.15;684.73;39.865;0.9210;1218.5;1219.350702;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";328.15;684.73;39.865;0.9210;1211.4;1211.715983;0.03;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";338.15;684.73;39.865;0.9210;1204.3;1204.350088;0.00;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";348.15;684.73;39.865;0.9210;1197.2;1197.401625;0.02;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";358.15;684.73;39.865;0.9210;1190.0;1190.621975;0.05;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";298.15;684.73;39.865;0.9210;1232.6;1231.729327;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";303.15;684.73;39.865;0.9210;1229.0;1229.423107;0.03;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";308.15;684.73;39.865;0.9210;1225.6;1226.465768;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";313.15;684.73;39.865;0.9210;1222.0;1223.047482;0.09;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";318.15;684.73;39.865;0.9210;1218.5;1219.350702;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";323.15;684.73;39.865;0.9210;1215.1;1215.533241;0.04;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";328.15;684.73;39.865;0.9210;1211.4;1211.715983;0.03;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";333.15;684.73;39.865;0.9210;1207.9;1207.976657;0.01;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";338.15;684.73;39.865;0.9210;1204.3;1204.350088;0.00;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";343.15;684.73;39.865;0.9210;1200.9;1200.834387;0.01;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";348.15;684.73;39.865;0.9210;1197.2;1197.401625;0.02;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";353.15;684.73;39.865;0.9210;1193.6;1194.010959;0.03;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";358.15;684.73;39.865;0.9210;1190.0;1190.621975;0.05;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";363.15;684.73;39.865;0.9210;1186.4;1187.20614;0.07;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;4";368.15;684.73;39.865;0.9210;1182.8;1183.754801;0.08;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";298.15;666.50;42.132;0.9354;1219.5;1217.112142;0.20;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";303.15;666.50;42.132;0.9354;1216.3;1214.723345;0.13;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";308.15;666.50;42.132;0.9354;1212.4;1211.823102;0.05;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";313.15;666.50;42.132;0.9354;1208.6;1208.566113;0.00;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";318.15;666.50;42.132;0.9354;1205.2;1205.089714;0.01;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";323.15;666.50;42.132;0.9354;1202.0;1201.501284;0.04;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";328.15;666.50;42.132;0.9354;1198.0;1197.871335;0.01;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";333.15;666.50;42.132;0.9354;1194.7;1194.233058;0.04;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";338.15;666.50;42.132;0.9354;1190.7;1190.588069;0.01;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";343.15;666.50;42.132;0.9354;1187.0;1186.917014;0.01;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";348.15;666.50;42.132;0.9354;1183.4;1183.192974;0.02;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";353.15;666.50;42.132;0.9354;1179.2;1179.395189;0.02;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";358.15;666.50;42.132;0.9354;1176.1;1175.520726;0.05;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";363.15;666.50;42.132;0.9354;1172.3;1171.592158;0.06;
Methyl triphenylphosphonium bromide;Ethylene glycol;"1;5.25";368.15;666.50;42.132;0.9354;1168.8;1167.660158;0.10;
Methyl triphenylphosphonium bromide;Glycerol;"1;1.75";298.15;843.78;28.329;1.1582;1289.9;1286.814139;0.24;
Methyl triphenylphosphonium bromide;Glycerol;"1;1.75";308.15;843.78;28.329;1.1582;1283.0;1283.318205;0.02;
Methyl triphenylphosphonium bromide;Glycerol;"1;1.75";318.15;843.78;28.329;1.1582;1275.9;1276.031432;0.01;
Methyl triphenylphosphonium bromide;Glycerol;"1;1.75";328.15;843.78;28.329;1.1582;1268.8;1267.485524;0.10;
Methyl triphenylphosphonium bromide;Glycerol;"1;1.75";338.15;843.78;28.329;1.1582;1261.9;1259.688736;0.18;
Methyl triphenylphosphonium bromide;Glycerol;"1;1.75";348.15;843.78;28.329;1.1582;1255.0;1253.454898;0.12;
Methyl triphenylphosphonium bromide;Glycerol;"1;1.75";358.15;843.78;28.329;1.1582;1248.0;1248.321067;0.03;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";298.15;831.16;28.884;1.1859;1306.4;1298.996955;0.57;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";303.15;831.16;28.884;1.1859;1303.0;1299.932939;0.24;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";308.15;831.16;28.884;1.1859;1299.0;1299.421608;0.03;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";313.15;831.16;28.884;1.1859;1295.2;1297.674232;0.19;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";318.15;831.16;28.884;1.1859;1292.0;1294.950355;0.23;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";323.15;831.16;28.884;1.1859;1288.6;1291.530471;0.23;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";328.15;831.16;28.884;1.1859;1285.1;1287.687442;0.20;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";333.15;831.16;28.884;1.1859;1281.7;1283.660101;0.15;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";338.15;831.16;28.884;1.1859;1278.2;1279.632157;0.11;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";343.15;831.16;28.884;1.1859;1274.9;1275.718811;0.06;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";348.15;831.16;28.884;1.1859;1271.5;1271.962376;0.04;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";353.15;831.16;28.884;1.1859;1268.2;1268.336999;0.01;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";358.15;831.16;28.884;1.1859;1264.8;1264.761363;0.00;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";363.15;831.16;28.884;1.1859;1261.5;1261.117262;0.03;
Methyl triphenylphosphonium bromide;Glycerol;"1;2.03";368.15;831.16;28.884;1.1859;1258.1;1257.271292;0.07;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";298.15;801.64;30.416;1.2518;1297.6;1269.732667;2.15;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";303.15;801.64;30.416;1.2518;1294.5;1273.612047;1.61;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";308.15;801.64;30.416;1.2518;1290.6;1276.230767;1.11;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";313.15;801.64;30.416;1.2518;1287.0;1277.588139;0.73;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";318.15;801.64;30.416;1.2518;1283.6;1277.749966;0.46;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";323.15;801.64;30.416;1.2518;1280.9;1276.840553;0.32;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";328.15;801.64;30.416;1.2518;1276.6;1275.028423;0.12;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";333.15;801.64;30.416;1.2518;1273.6;1272.507355;0.09;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";338.15;801.64;30.416;1.2518;1269.6;1269.475108;0.01;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";343.15;801.64;30.416;1.2518;1266.0;1266.112613;0.01;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";348.15;801.64;30.416;1.2518;1262.6;1262.566404;0.00;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";353.15;801.64;30.416;1.2518;1259.3;1258.936584;0.03;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";358.15;801.64;30.416;1.2518;1255.6;1255.27181;0.03;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";363.15;801.64;30.416;1.2518;1252.4;1251.571674;0.07;
Methyl triphenylphosphonium bromide;Glycerol;"1;3";368.15;801.64;30.416;1.2518;1248.6;1247.795786;0.06;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";298.15;783.62;31.558;1.2929;1288.9;1280.495057;0.65;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";303.15;783.62;31.558;1.2929;1285.5;1281.58454;0.30;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";308.15;783.62;31.558;1.2929;1281.7;1281.29112;0.03;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";313.15;783.62;31.558;1.2929;1278.0;1279.752017;0.14;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";318.15;783.62;31.558;1.2929;1274.5;1277.164672;0.21;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";323.15;783.62;31.558;1.2929;1271.0;1273.768124;0.22;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";328.15;783.62;31.558;1.2929;1267.3;1269.820112;0.20;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";333.15;783.62;31.558;1.2929;1263.4;1265.572477;0.17;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";338.15;783.62;31.558;1.2929;1260.1;1261.24777;0.09;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";343.15;783.62;31.558;1.2929;1256.8;1257.019877;0.02;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";348.15;783.62;31.558;1.2929;1252.9;1253.001022;0.01;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";353.15;783.62;31.558;1.2929;1249.5;1249.236602;0.02;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";358.15;783.62;31.558;1.2929;1245.7;1245.708293;0.00;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";363.15;783.62;31.558;1.2929;1242.3;1242.344676;0.00;
Methyl triphenylphosphonium bromide;Glycerol;"1;4";368.15;783.62;31.558;1.2929;1238.6;1239.037662;0.04;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";298.15;610.52;39.503;0.9195;1099.9;1095.747051;0.38;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";303.15;610.52;39.503;0.9195;1096.8;1093.455037;0.30;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";308.15;610.52;39.503;0.9195;1093.8;1091.123344;0.24;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";313.15;610.52;39.503;0.9195;1090.9;1088.748046;0.20;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";318.15;610.52;39.503;0.9195;1087.9;1086.32068;0.15;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";323.15;610.52;39.503;0.9195;1084.8;1083.82697;0.09;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";328.15;610.52;39.503;0.9195;1081.8;1081.248937;0.05;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";333.15;610.52;39.503;0.9195;1078.8;1078.570663;0.02;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";338.15;610.52;39.503;0.9195;1075.9;1075.787092;0.01;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2";343.15;610.52;39.503;0.9195;1072.8;1072.914356;0.01;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";298.15;610.36;39.620;0.9203;1099.5;1095.88496;0.33;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";303.15;610.36;39.620;0.9203;1096.5;1093.525199;0.27;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";308.15;610.36;39.620;0.9203;1093.3;1091.136999;0.20;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";313.15;610.36;39.620;0.9203;1090.3;1088.718923;0.15;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";318.15;610.36;39.620;0.9203;1087.1;1086.263422;0.08;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";323.15;610.36;39.620;0.9203;1084.0;1083.75548;0.02;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";328.15;610.36;39.620;0.9203;1080.9;1081.174842;0.03;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";333.15;610.36;39.620;0.9203;1077.8;1078.502099;0.07;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";338.15;610.36;39.620;0.9203;1074.8;1075.727956;0.09;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";343.15;610.36;39.620;0.9203;1071.7;1072.864111;0.11;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";348.15;610.36;39.620;0.9203;1068.6;1069.95354;0.13;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";353.15;610.36;39.620;0.9203;1065.5;1067.077782;0.15;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";358.15;610.36;39.620;0.9203;1062.4;1064.359128;0.18;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";363.15;610.36;39.620;0.9203;1059.0;1061.956409;0.28;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;2.03";368.15;610.36;39.620;0.9203;1056.2;1060.054173;0.36;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";298.15;606.72;42.693;0.9378;1101.8;1102.5317;0.07;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";303.15;606.72;42.693;0.9378;1098.6;1099.183534;0.05;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";308.15;606.72;42.693;0.9378;1095.5;1095.937324;0.04;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";313.15;606.72;42.693;0.9378;1092.6;1092.809529;0.02;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";318.15;606.72;42.693;0.9378;1089.3;1089.790965;0.05;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";323.15;606.72;42.693;0.9378;1086.2;1086.847317;0.06;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";328.15;606.72;42.693;0.9378;1083.0;1083.925367;0.09;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";333.15;606.72;42.693;0.9378;1079.7;1080.964607;0.12;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";338.15;606.72;42.693;0.9378;1076.7;1077.912728;0.11;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";343.15;606.72;42.693;0.9378;1074.0;1074.742555;0.07;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";348.15;606.72;42.693;0.9378;1070.5;1071.467387;0.09;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";353.15;606.72;42.693;0.9378;1067.5;1068.151757;0.06;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";358.15;606.72;42.693;0.9378;1064.2;1064.915143;0.07;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";363.15;606.72;42.693;0.9378;1060.0;1061.927309;0.18;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;3";368.15;606.72;42.693;0.9378;1054.6;1059.395282;0.45;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";298.15;604.66;44.874;0.9488;1103.7;1104.535243;0.08;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";303.15;604.66;44.874;0.9488;1100.4;1101.122313;0.07;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";308.15;604.66;44.874;0.9488;1097.3;1097.800972;0.05;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";313.15;604.66;44.874;0.9488;1094.2;1094.565651;0.03;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";318.15;604.66;44.874;0.9488;1091.0;1091.391681;0.04;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";323.15;604.66;44.874;0.9488;1087.7;1088.239866;0.05;
